base,modelo,origem,data,passo,y_real,y_previsto,falhou,residuo
delhi_temperatura,SARIMAX,2016-01-08,2016-01-09,1,15.857142857142858,15.588422469686844,False,0.268720387456014
delhi_temperatura,SARIMAX,2016-01-08,2016-01-10,2,15.625,15.533220841640574,False,0.09177915835942585
delhi_temperatura,SARIMAX,2016-01-08,2016-01-11,3,15.75,15.295705548033329,False,0.4542944519666712
delhi_temperatura,SARIMAX,2016-01-08,2016-01-12,4,18.0,15.296580153914583,False,2.703419846085417
delhi_temperatura,SARIMAX,2016-01-08,2016-01-13,5,18.266666666666666,15.314933288031229,False,2.9517333786354367
delhi_temperatura,SARIMAX,2016-01-08,2016-01-14,6,15.5625,15.331911953898466,False,0.23058804610153416
delhi_temperatura,SARIMAX,2016-01-08,2016-01-15,7,13.0,15.36329410036153,False,-2.3632941003615304
delhi_temperatura,SARIMAX,2016-01-15,2016-01-16,1,13.6,13.671771632524994,False,-0.07177163252499419
delhi_temperatura,SARIMAX,2016-01-15,2016-01-17,2,14.0,14.204378266701491,False,-0.20437826670149128
delhi_temperatura,SARIMAX,2016-01-15,2016-01-18,3,13.266666666666667,14.426361362741083,False,-1.1596946960744159
delhi_temperatura,SARIMAX,2016-01-15,2016-01-19,4,12.357142857142858,14.516024303335174,False,-2.158881446192316
delhi_temperatura,SARIMAX,2016-01-15,2016-01-20,5,12.066666666666666,14.638281153776251,False,-2.571614487109585
delhi_temperatura,SARIMAX,2016-01-15,2016-01-21,6,12.1875,14.67602162751869,False,-2.48852162751869
delhi_temperatura,SARIMAX,2016-01-15,2016-01-22,7,11.733333333333333,14.8020106289114,False,-3.068677295578068
delhi_temperatura,SARIMAX,2016-01-22,2016-01-23,1,14.4375,12.02176175971217,False,2.41573824028783
delhi_temperatura,SARIMAX,2016-01-22,2016-01-24,2,11.1875,12.24274494692638,False,-1.0552449469263792
delhi_temperatura,SARIMAX,2016-01-22,2016-01-25,3,11.666666666666666,12.424811286244667,False,-0.7581446195780011
delhi_temperatura,SARIMAX,2016-01-22,2016-01-26,4,14.5625,12.69949116708245,False,1.8630088329175507
delhi_temperatura,SARIMAX,2016-01-22,2016-01-27,5,17.583333333333332,12.88241551793401,False,4.700917815399322
delhi_temperatura,SARIMAX,2016-01-22,2016-01-28,6,16.857142857142858,12.875496347374787,False,3.981646509768071
delhi_temperatura,SARIMAX,2016-01-22,2016-01-29,7,19.5625,12.81440243126389,False,6.74809756873611
delhi_temperatura,SARIMAX,2016-01-29,2016-01-30,1,20.142857142857142,18.404973739911036,False,1.7378834029461068
delhi_temperatura,SARIMAX,2016-01-29,2016-01-31,2,17.375,17.758818027822524,False,-0.3838180278225245
delhi_temperatura,SARIMAX,2016-01-29,2016-02-01,3,15.846153846153848,17.271010961129587,False,-1.4248571149757385
delhi_temperatura,SARIMAX,2016-01-29,2016-02-02,4,15.266666666666667,17.04797101827221,False,-1.7813043516055433
delhi_temperatura,SARIMAX,2016-01-29,2016-02-03,5,13.125,16.973531443956883,False,-3.848531443956883
delhi_temperatura,SARIMAX,2016-01-29,2016-02-04,6,16.363636363636363,16.93569232087445,False,-0.572055957238085
delhi_temperatura,SARIMAX,2016-01-29,2016-02-05,7,12.666666666666666,17.00453352731508,False,-4.337866860648413
delhi_temperatura,SARIMAX,2016-02-05,2016-02-06,1,15.333333333333334,13.324133422501536,False,2.009199910831798
delhi_temperatura,SARIMAX,2016-02-05,2016-02-07,2,15.625,13.73668340377934,False,1.88831659622066
delhi_temperatura,SARIMAX,2016-02-05,2016-02-08,3,17.09090909090909,13.98853012974683,False,3.1023789611622608
delhi_temperatura,SARIMAX,2016-02-05,2016-02-09,4,17.76923076923077,14.139252756421323,False,3.629978012809447
delhi_temperatura,SARIMAX,2016-02-05,2016-02-10,5,18.133333333333333,14.285472693467312,False,3.8478606398660204
delhi_temperatura,SARIMAX,2016-02-05,2016-02-11,6,19.6875,14.419050358411308,False,5.268449641588692
delhi_temperatura,SARIMAX,2016-02-05,2016-02-12,7,19.2,14.464562402164928,False,4.735437597835071
delhi_temperatura,SARIMAX,2016-02-12,2016-02-13,1,17.066666666666666,18.536696063686946,False,-1.47002939702028
delhi_temperatura,SARIMAX,2016-02-12,2016-02-14,2,17.642857142857142,18.15444122898928,False,-0.5115840861321388
delhi_temperatura,SARIMAX,2016-02-12,2016-02-15,3,17.6,18.065491871195352,False,-0.4654918711953506
delhi_temperatura,SARIMAX,2016-02-12,2016-02-16,4,18.214285714285715,17.956120963658325,False,0.2581647506273903
delhi_temperatura,SARIMAX,2016-02-12,2016-02-17,5,18.714285714285715,17.81053949222995,False,0.9037462220557657
delhi_temperatura,SARIMAX,2016-02-12,2016-02-18,6,19.466666666666665,17.72056963587415,False,1.7460970307925159
delhi_temperatura,SARIMAX,2016-02-12,2016-02-19,7,23.15384615384616,17.665423090905133,False,5.4884230629410276
delhi_temperatura,SARIMAX,2016-02-19,2016-02-20,1,23.625,22.074963749299936,False,1.5500362507000638
delhi_temperatura,SARIMAX,2016-02-19,2016-02-21,2,21.0,21.388206019319718,False,-0.38820601931971765
delhi_temperatura,SARIMAX,2016-02-19,2016-02-22,3,21.0,21.16868176478208,False,-0.16868176478207886
delhi_temperatura,SARIMAX,2016-02-19,2016-02-23,4,21.428571428571427,20.76028861657804,False,0.6682828119933859
delhi_temperatura,SARIMAX,2016-02-19,2016-02-24,5,21.6875,20.623398074572627,False,1.064101925427373
delhi_temperatura,SARIMAX,2016-02-19,2016-02-25,6,22.5625,20.68849237331193,False,1.8740076266880692
delhi_temperatura,SARIMAX,2016-02-19,2016-02-26,7,22.8,20.739579983779304,False,2.0604200162206965
delhi_temperatura,SARIMAX,2016-02-26,2016-02-27,1,22.8,22.465363072517572,False,0.33463692748242835
delhi_temperatura,SARIMAX,2016-02-26,2016-02-28,2,23.0,22.457849563717996,False,0.5421504362820038
